horizon,horizon_num,horizon_minutes,p_05,p_10,p_15,p_20,p_25,p_30,p_35,p_40,p_45,p_50,p_55,p_60,p_65,p_70,p_75,p_80,p_85,p_90,p_95,clear_sky,deterministic
2025-10-21 10:15:00+00:00,0,15,11689.496118856254,13634.486903237785,14635.080483404818,15555.08158884514,16275.645592017243,17345.26701412394,18323.718919882867,18907.144381198374,19371.315346673397,20172.296347358268,20950.38424570637,21779.811472602065,23098.516166781064,24146.603236134302,25812.17750550401,27684.768134766673,29970.210544131278,31427.79296442762,35478.27387669199,59168.31789302926,21736.86825101028
2025-10-21 10:30:00+00:00,1,30,8415.021983586334,11191.642329064653,12625.378162456489,13392.550020723565,14149.75045519738,15091.451108073757,15729.893135929728,16482.94345478708,17266.728142528027,17950.084899242935,18726.662881255663,19755.46890551823,21015.80450598963,21833.487971445982,22623.712050324943,24253.506593964743,26300.162083001982,30092.560178876513,32865.99215167076,59869.82100563964,19694.505411257334
2025-10-21 10:45:00+00:00,2,45,7938.958645891748,10412.199288767146,12502.947920865507,13050.754831019167,13976.26321024278,15035.684285558935,15792.753133872315,16574.26042642575,17330.749040584677,18247.938894114057,18941.12488093936,20438.55886613549,21343.261653705482,21845.8353031471,23233.3656049698,25183.359329917475,27583.93673737981,30211.44585305443,34851.69684443383,60165.613440021574,19646.21731991602
2025-10-21 11:00:00+00:00,3,60,14161.773125447204,17554.572557555868,20290.74817545118,21537.001821669073,22961.244871346953,24144.67906937978,26121.391964688395,27636.324253107574,29877.804001160966,31191.73170519547,32633.840504055126,33965.48381918673,35339.17982251061,36447.503725092814,38071.47722362882,40122.948523584535,42076.66297189374,44016.23130276577,45817.424046727145,60055.50872841931,30566.88078789085
2025-10-21 11:15:00+00:00,4,75,11973.780519720012,17093.272679051453,21336.273216639485,23716.45441899054,25016.13121394257,28266.1570215553,29988.9684147893,31897.279237411065,33524.55700190522,34866.47422542707,35702.88853514577,36803.06339470179,37726.60928060369,39668.50662540272,40587.48632076533,42095.19117448664,43023.59555010795,44531.01995327104,45650.91770322617,59541.31015621066,32663.373445446425
2025-10-21 11:30:00+00:00,5,90,15761.540600990545,19837.671376012742,22968.658066245636,25028.168151641516,28374.336726846523,30120.806969451452,31276.232726150403,33128.105623804084,34523.17487348172,35464.43916786676,36011.528041224425,36916.42026155121,37723.51343839418,39490.95534500838,40179.969521628,41354.70387618821,42321.06690911891,43952.45459417289,45355.99695661542,58626.83748422098,33335.84633088161
2025-10-21 11:45:00+00:00,6,105,14869.614618059897,19299.16642360921,21502.453716989992,23727.059159180022,26255.363910307708,27866.257127710556,30260.325981469447,32244.943578890874,33378.37664166184,34413.314882496445,34957.99919511287,35886.91870641804,36662.89249694231,37936.83560584447,39070.55906410403,39931.970203916186,40881.897736260835,42243.74495439342,44135.80017269776,57317.95485398627,32303.90783527295
2025-10-21 12:00:00+00:00,7,120,15538.835892426445,19479.343089796283,21072.525016382526,24658.50566624119,26705.880358286624,28086.57940146511,30037.16532591347,31373.74740400154,32447.359627267917,33415.2745373529,33909.07506410884,34683.2891558945,35583.05070529363,36513.89340438588,37717.62008902168,38757.01338435902,39592.20843065758,40883.12793493976,42785.404301625356,55622.60570279558,31632.820033928027
2025-10-21 12:15:00+00:00,8,135,8174.227070469863,9814.299210233901,11649.492748320428,13290.141524415372,14138.445399872024,14801.239494151781,15666.188349896118,16742.886522831188,17960.940780901587,19355.31903540467,20777.96919865319,21570.07055610421,23585.904022145765,24775.641947088356,26712.39013479527,28647.335449480266,31891.178705494433,36091.621396290866,38515.884161268084,53550.8655794233,20962.28201214917
2025-10-21 12:30:00+00:00,9,150,8305.560742347196,9993.937890259685,11419.361935507084,12422.729677058991,12811.501034051022,13520.143447679575,14420.897694460962,15137.753882968193,15784.818617691746,16664.818232098456,17599.63096177133,18748.748713535773,20095.828937106668,21279.895533518582,23838.590132480604,26473.249976970736,29086.132580274905,34635.740648351304,38126.07181295849,51115.03106574483,19269.812541014966
2025-10-21 12:45:00+00:00,10,165,6721.124957981709,8471.370390694137,9986.112545462987,10958.695971766709,11497.533853093782,12245.46029414184,13296.287367537674,14403.608492636044,15223.710756123346,16387.955667350223,17534.009684097524,18442.204707635752,20468.613293592487,22203.327820970386,24818.56177849395,26346.491045947867,30242.261561029707,33769.690152637035,36447.667397348916,48329.77368683055,18696.248323585212
