horizon,horizon_num,horizon_minutes,p_05,p_10,p_15,p_20,p_25,p_30,p_35,p_40,p_45,p_50,p_55,p_60,p_65,p_70,p_75,p_80,p_85,p_90,p_95,clear_sky,deterministic
2025-09-28 06:15:00+00:00,0,15,4327.589604497629,4940.742804811668,5305.075868543207,5565.221916051167,5816.71049946141,6086.422929195396,6284.166522418743,6430.327624423291,6568.524282541565,6855.4808356119365,7067.826184104429,7369.299846179683,7683.917189554823,7853.238490513835,8027.4715503253055,8251.740194200429,8531.610150303297,9048.125592159844,9866.387345653886,14698.97236504805,6966.542989653896
2025-09-28 06:30:00+00:00,1,30,4201.1495295547675,6209.399298655187,7018.8112163737915,7623.26027607999,8070.812662500903,8412.76703646861,8766.927557395453,9338.372072139202,9966.09992039328,10427.715469408462,10702.997639723604,10957.782900023607,11396.68326604108,11816.189836217685,12123.163179186751,12512.153697725198,12970.394793488844,13535.299628336827,14762.847689038495,19340.627448722884,10229.882762078843
2025-09-28 06:45:00+00:00,2,45,5295.558577982749,6770.3874488649135,8265.830345176428,9643.849933057154,10518.296738932151,11099.64354073499,11821.788193716426,12912.375111899924,13495.635377101204,13931.280625514146,14463.399587290945,14945.105250950677,15225.426357685585,15646.793603724262,16251.35370609509,16797.923608014775,17142.1231005932,17804.67968079952,18811.18956414306,24057.07894525698,13328.279920547111
2025-09-28 07:00:00+00:00,3,60,6606.968580410558,8840.408517333108,11128.083173622928,12300.842417789281,13012.220674837488,14204.53468785422,15629.388787300548,16557.049845950314,17384.78375673412,18020.146163798552,18630.25067724212,19342.01722404381,19926.561016733365,20259.00216470329,20637.23474086904,21308.30658400259,21718.34901529622,22471.207687407023,22927.815444496453,28769.392127299514,16763.74178338531
2025-09-28 07:15:00+00:00,4,75,8435.967339942137,11234.261680608366,12950.08860919799,14694.333964184925,16283.88131072882,18041.413878946743,19213.88118835986,20256.82243960836,20702.365897275686,21540.32048133662,22165.962798673456,22809.708344651845,23396.026190586832,24013.251094033316,24701.783070663452,25446.28635604769,25956.997340906168,26398.789777041653,27137.353073331673,33406.72155569405,20349.522337092436
2025-09-28 07:30:00+00:00,5,90,9727.692315762699,12927.897504112261,15447.682290995042,17195.86254053257,19378.249540711662,20545.61606586063,22411.514965854636,23366.952639907886,23839.935978399077,24742.69969533703,25400.961826318755,26220.587340678772,26956.994228086525,27845.007645685724,28796.59663016734,29438.280988949897,29842.523362285294,30428.40022617538,31398.43664742395,38133.49461912965,23189.007715679563
2025-09-28 07:45:00+00:00,6,105,9934.85318251999,13836.182362970727,16971.278261465013,19576.58567429062,21961.244851976156,24449.341824596908,25800.162913436485,26119.08309342625,26818.511742982668,27933.309501230968,28549.4709592326,29415.86881135394,30488.02437271992,31826.550722682383,32698.259186396783,33068.11980097671,33452.04555935082,34034.85494615789,35313.722327898024,42566.48463834583,26075.607690964986
2025-09-28 08:00:00+00:00,7,120,10657.787289326847,15453.855500700556,20241.410509311525,23598.72048299437,26190.67345570811,27531.857064427,28252.722679612234,28595.575693050076,30209.77947892742,30924.629445375605,31449.397848133012,32490.96301117989,34071.04402944157,35321.113890388384,35942.576320346554,36348.78599609821,36765.69798700451,37220.404331331694,38826.48767551071,46763.53362531603,29150.065035928
2025-09-28 08:15:00+00:00,8,135,11897.37996758546,18412.07900723984,23535.917195378763,26940.539423660513,29315.31075944816,30176.41995086451,30565.609369635196,31794.56235897486,32818.159787884135,33433.03183822603,33999.18209725458,35433.941539770036,37092.63372774648,38363.56442528061,38848.527432300114,39283.92341597005,39773.210999893105,40650.94973120864,41976.032958825956,50706.56938952065,31948.63850385114
2025-09-28 08:30:00+00:00,9,150,13899.165935283141,20861.553225124895,27045.353917788536,29731.548659662123,31516.292867249158,32324.041302815844,32764.353419315896,34357.56772238081,35399.30273257442,35826.965244858846,36840.21171912496,38971.08038831742,40060.2161856799,41082.489525220364,41554.14756550858,41949.836788172426,42578.17642260418,44098.27109182503,44870.46904025185,54369.55742709812,34621.056718215725
