measure_date,Imbalance Volume
2024-01-13 03:00:00+00:00,-160.74
2024-01-13 03:15:00+00:00,-175.77
2024-01-13 03:30:00+00:00,-187.55
2024-01-13 03:45:00+00:00,-175.09
2024-01-13 04:00:00+00:00,-177.12
2024-01-13 07:00:00+00:00,-126.76
2024-01-13 09:45:00+00:00,57.45
2024-01-13 11:15:00+00:00,203.04
2024-01-13 11:30:00+00:00,139.15
2024-01-13 12:00:00+00:00,114.12
2024-01-13 12:15:00+00:00,112.33
2024-01-13 13:00:00+00:00,137.51
2024-01-13 13:30:00+00:00,123.17
2024-01-13 13:45:00+00:00,92.22
2024-01-13 15:30:00+00:00,-33.43
2024-01-13 16:30:00+00:00,152.08
2024-01-13 16:45:00+00:00,162.57
2024-01-13 17:15:00+00:00,75.97
2024-01-13 18:30:00+00:00,-106.33
2024-01-13 18:45:00+00:00,-181.75
2024-01-13 19:00:00+00:00,-219.64
2024-01-13 21:00:00+00:00,-19.83
2024-01-13 21:15:00+00:00,38.2
2024-01-13 23:00:00+00:00,-86.77
2024-01-13 23:45:00+00:00,154.03
2024-01-14 01:30:00+00:00,159.41
2024-01-14 02:00:00+00:00,108.62
2024-01-14 03:45:00+00:00,-5.89
2024-01-14 05:00:00+00:00,63.39
2024-01-14 05:15:00+00:00,108.99
2024-01-14 06:30:00+00:00,-39.52
2024-01-14 07:00:00+00:00,-101.8
2024-01-14 07:45:00+00:00,48.18
2024-01-14 08:45:00+00:00,149.41
2024-01-14 09:00:00+00:00,181.1
2024-01-14 09:15:00+00:00,101.07
2024-01-14 10:30:00+00:00,36.73
2024-01-14 10:45:00+00:00,39.24
2024-01-14 11:15:00+00:00,64.84
2024-01-14 11:30:00+00:00,121.56
2024-01-14 13:30:00+00:00,51.6
2024-01-14 15:30:00+00:00,37.93
2024-01-14 18:45:00+00:00,83.31
2024-01-14 21:00:00+00:00,-138.0
2024-01-14 22:00:00+00:00,10.65
2024-01-14 22:45:00+00:00,111.31
2024-01-14 23:30:00+00:00,95.98
2024-01-14 23:45:00+00:00,184.34
2024-01-15 00:15:00+00:00,150.6
2024-01-15 00:30:00+00:00,127.13
2024-01-15 00:45:00+00:00,98.42
2024-01-15 01:15:00+00:00,202.44
2024-01-15 01:30:00+00:00,199.56
2024-01-15 02:00:00+00:00,149.77
2024-01-15 02:15:00+00:00,219.92
2024-01-15 02:45:00+00:00,190.53
2024-01-15 03:00:00+00:00,130.62
2024-01-15 03:15:00+00:00,76.93
2024-01-15 04:00:00+00:00,177.19
2024-01-15 04:15:00+00:00,153.45
2024-01-15 06:00:00+00:00,41.76
2024-01-15 07:45:00+00:00,41.67
2024-01-15 08:00:00+00:00,188.38
2024-01-15 08:30:00+00:00,289.37
2024-01-15 09:00:00+00:00,320.56
2024-01-15 09:15:00+00:00,258.19
2024-01-15 09:30:00+00:00,253.57
2024-01-15 09:45:00+00:00,343.51
2024-01-15 10:00:00+00:00,343.55
2024-01-15 10:15:00+00:00,380.67
2024-01-15 10:30:00+00:00,353.98
2024-01-15 10:45:00+00:00,312.57
2024-01-15 11:00:00+00:00,169.24
2024-01-15 11:15:00+00:00,201.18
2024-01-15 11:30:00+00:00,237.49
2024-01-15 11:45:00+00:00,230.34
2024-01-15 12:00:00+00:00,233.73
2024-01-15 12:15:00+00:00,205.99
2024-01-15 12:30:00+00:00,239.02
2024-01-15 13:15:00+00:00,229.64
2024-01-15 13:30:00+00:00,213.81
2024-01-15 13:45:00+00:00,214.38
2024-01-15 14:00:00+00:00,231.9
2024-01-15 14:15:00+00:00,224.59
2024-01-15 14:30:00+00:00,204.65
2024-01-15 15:00:00+00:00,151.05
2024-01-15 17:30:00+00:00,90.25
2024-01-15 18:45:00+00:00,18.53
2024-01-15 20:00:00+00:00,177.44
2024-01-15 20:15:00+00:00,169.37
2024-01-15 20:30:00+00:00,145.11
2024-01-15 20:45:00+00:00,106.32
2024-01-15 23:30:00+00:00,65.98
2024-01-16 02:15:00+00:00,45.08
2024-01-16 02:30:00+00:00,124.53
2024-01-16 03:00:00+00:00,84.72
2024-01-16 03:30:00+00:00,77.21
2024-01-16 04:00:00+00:00,-111.61
2024-01-16 05:00:00+00:00,45.25
2024-01-16 08:45:00+00:00,-84.79
2024-01-16 11:45:00+00:00,-35.11
2024-01-16 12:30:00+00:00,-82.27
2024-01-16 12:45:00+00:00,-41.42
2024-01-16 14:00:00+00:00,42.48
2024-01-16 18:15:00+00:00,174.22
2024-01-16 18:45:00+00:00,172.56
2024-01-16 19:00:00+00:00,94.39
2024-01-16 20:15:00+00:00,41.74
2024-01-16 22:45:00+00:00,98.83
2024-01-16 23:00:00+00:00,199.45
2024-01-16 23:15:00+00:00,244.91
2024-01-16 23:30:00+00:00,183.13
2024-01-17 00:45:00+00:00,162.94
2024-01-17 01:30:00+00:00,184.53
2024-01-17 01:45:00+00:00,190.0
2024-01-17 02:00:00+00:00,221.62
2024-01-17 02:15:00+00:00,200.01
2024-01-17 02:30:00+00:00,174.67
2024-01-17 02:45:00+00:00,154.13
2024-01-17 03:15:00+00:00,51.68
2024-01-17 04:00:00+00:00,187.28
2024-01-17 04:15:00+00:00,153.58
2024-01-17 04:45:00+00:00,128.27
2024-01-17 05:00:00+00:00,199.11
2024-01-17 05:15:00+00:00,180.77
2024-01-17 05:30:00+00:00,185.16
2024-01-17 05:45:00+00:00,130.25
2024-01-17 06:00:00+00:00,114.49
2024-01-17 06:15:00+00:00,94.28
2024-01-17 07:00:00+00:00,97.56
2024-01-17 09:00:00+00:00,-180.35
2024-01-17 09:15:00+00:00,-180.96
2024-01-17 09:30:00+00:00,-127.03
2024-01-17 11:15:00+00:00,96.36
2024-01-17 11:30:00+00:00,63.32
2024-01-17 13:45:00+00:00,-28.5
2024-01-17 15:30:00+00:00,1.38
2024-01-17 17:30:00+00:00,-27.71
2024-01-17 19:30:00+00:00,-77.71
2024-01-17 21:30:00+00:00,-63.22
2024-01-17 22:00:00+00:00,-12.43
2024-01-18 04:45:00+00:00,-59.89
2024-01-18 07:45:00+00:00,-101.25
