horizon,horizon_num,horizon_minutes,p_05,p_10,p_15,p_20,p_25,p_30,p_35,p_40,p_45,p_50,p_55,p_60,p_65,p_70,p_75,p_80,p_85,p_90,p_95,clear_sky,deterministic
2025-09-30 10:15:00+00:00,0,15,10933.746496993188,13366.723100265284,14797.484493996973,15952.705514913127,16946.814935458537,17979.202153611925,19081.06497143208,19943.074647798694,20816.01774929452,21659.039635360663,22495.66049954261,24071.264266063983,25653.85235153624,27031.52724310982,28854.239618071893,30805.062405259472,34380.268040564246,37244.059870197576,41941.92753327826,69726.60445351693,23858.97975771907
2025-09-30 10:30:00+00:00,1,30,9563.515030274275,11970.200082053349,14258.77224554263,15634.959386406474,16283.122065706155,17073.952577005042,18166.346221431704,19282.307964633168,20155.058856600695,20930.349851075738,21787.622353582952,22676.468834882256,24980.20409092301,26837.024414510335,28517.740611953108,29985.229629603407,34713.85271148962,37759.236144868504,41571.17889552527,70534.45063457977,23299.473380505002
2025-09-30 10:45:00+00:00,2,45,10059.2503834575,12038.43202224152,14114.017217039824,15505.508720083739,16392.967839203113,17305.354958193122,18182.549651666366,19509.329501677177,20240.899112144667,21384.00285388238,22621.546052621245,24585.463396952793,26070.82412046364,27604.68491456393,29295.5233677457,31216.150662410455,34788.31914870035,37133.24632676878,42689.35719334893,70945.46502356144,23725.114983443556
2025-09-30 11:00:00+00:00,3,60,7497.565580809056,10241.77008998999,11831.007707940162,13575.262070595012,15119.45581239157,16111.272987624554,17136.829040212815,18373.24744869385,19258.454777769508,20184.14055548049,21558.511176303935,22821.941221567355,25328.354529674718,26496.423408330007,28060.32847076228,29334.631712098322,32595.66613704117,36089.65521337371,43146.95568048536,70958.05561994885,22315.343623926292
2025-09-30 11:15:00+00:00,4,75,6202.071275029292,8033.734128502776,9846.151572590003,12120.632578529747,14053.184452029202,14992.658574862031,15688.489245056158,16686.889388029078,18047.440829479543,19009.30046573784,20244.819097259857,21308.798103123747,22367.99707839761,23981.084038658253,25187.678703702997,26560.246832822373,29934.15001039328,33690.801463184616,40073.314196708125,70572.86404842015,20515.909924435335
2025-09-30 11:30:00+00:00,5,90,5084.902470758219,6318.1647512026,7249.750561927087,8796.430806174381,9744.548250161648,11168.624271235654,12957.455805586933,13877.199038443345,14931.744219267404,15811.444084098992,17459.107492510026,18129.233129563338,19904.07857173257,20699.94858901212,22133.12614165788,24812.08122022043,27188.983699756336,30574.526150161637,34931.48054438557,69792.78059241368,17485.331905630475
2025-09-30 11:45:00+00:00,6,105,7772.786809347129,10516.557211869933,12092.532264386884,14902.11622897994,17183.289605380814,18712.722548831352,20116.564589938796,22395.404329502293,23678.102181015132,25738.52237639384,27205.802815334813,29587.93926857711,31113.199344281813,31888.97449063728,34149.75307671264,36208.730599115035,43034.07200664128,49031.92716398247,52408.48323570922,68622.9528202775,26991.288091996936
2025-09-30 12:00:00+00:00,7,120,7039.482226211026,9396.178772707166,12031.03129774678,13993.01564367203,16684.987930296873,18277.738925360798,19627.81056071048,21650.8919347543,22944.903232022873,25436.187723427447,26671.007337407264,28972.422945418402,30291.606752958858,31176.010979892846,34121.88543600562,36512.485857281565,43960.82392458897,49090.88316880456,52057.54639009201,67070.79034917257,26633.43034672209
2025-09-30 12:15:00+00:00,8,135,6708.252071966306,8226.549833508785,10145.601596901182,12359.974686562195,14804.50337408892,16235.586093891901,17242.511764461146,19009.966067292884,20723.95308061445,22043.096228065475,24384.474506783852,25958.540712331524,28545.3486452966,29766.23184542013,33146.15214153897,36920.351983412846,45011.68352012196,49345.66010510578,51323.63530865721,65145.97053347046,25172.916096369467
2025-09-30 12:30:00+00:00,9,150,6396.968094764007,8077.556025451451,9711.4710091181,11958.448345602312,14624.355122392513,15277.645587984323,16540.819421987966,17825.023882503632,19526.836928855962,20242.2456700504,22536.48762269521,24606.412079479196,27950.42569197557,30163.30545580089,31935.125109826873,37627.661300821695,43804.80949444093,47603.76672538807,49404.0420630033,62860.45270276101,24230.60550036271
