horizon,horizon_num,horizon_minutes,p_05,p_10,p_15,p_20,p_25,p_30,p_35,p_40,p_45,p_50,p_55,p_60,p_65,p_70,p_75,p_80,p_85,p_90,p_95,clear_sky,deterministic
2025-08-30 12:45:00+00:00,0,15,20219.585226202515,22866.804156608574,25741.411850809665,29540.541130957543,31148.543748822096,32812.50933559277,34749.84960708842,36112.19438938126,37300.753480292566,38439.114533097025,39539.39646152449,41058.1922341004,42193.98421624199,43028.330647685245,44814.20995138077,46249.681169895666,47363.57449756696,48984.383976707744,51070.93614835181,73351.49379385433,37433.15685766419
2025-08-30 13:00:00+00:00,1,30,24609.251321932843,28999.587390813664,32630.167741821046,33852.34897428299,35079.2729235327,36038.79270999701,37362.85340080948,38677.429877367045,39995.24259454997,41111.95722961651,42337.37573924043,43264.55488666972,44379.058934976485,45276.81375014323,46447.04809065567,47504.781634812534,48438.782954340066,49821.7876870963,53104.92788879616,70718.7177223549,40329.00801781475
2025-08-30 13:15:00+00:00,2,45,23537.177702738478,27182.52583983541,31062.747120876877,32301.931655554767,33751.36824757957,35250.19190356018,36550.645746944785,37846.59807738202,39003.272362265656,40196.3968502989,40790.610724214726,41896.337185097844,42750.590425760085,44013.69188236399,45290.891342380695,46087.01952389974,47036.44279780917,47939.82354819892,50501.59042223482,67774.20039593134,39129.461829306136
2025-08-30 13:30:00+00:00,3,60,18621.497469240134,22764.980271647753,25852.13226251672,27960.28894690375,30196.266787496977,31163.45764210137,32046.711153506374,33207.48329994786,34487.314374105335,35765.30987115988,36859.92057099055,37809.672169670404,39081.137669774835,40633.00645468567,41370.572678753255,42823.102757983455,43842.86464247291,44977.9155529153,46851.72929644041,64552.497582037126,34711.723216854174
2025-08-30 13:45:00+00:00,4,75,14122.476974250168,17573.778979780993,19131.72947849972,22003.242834561333,23346.59869584492,24767.928632191968,26717.022894547317,28471.090038361566,29523.244087095674,30647.4389672997,31425.269182329634,32246.304584026926,33740.61390175582,35282.83543622204,37427.31572313581,39176.50599145546,40773.54293896434,41879.19561039734,44561.816806471084,61254.209129152376,30097.931447676736
2025-08-30 14:00:00+00:00,5,90,9902.506923615665,12579.263263842198,15697.074791815137,16924.231927123565,17903.06562425052,18664.196309236857,20552.555549473185,21589.557514291486,22865.501239229267,24409.360834194536,25893.51234790483,27274.001512617117,28918.445253205977,30107.334390156706,31827.171463023285,33632.587296002675,35691.437419317794,38697.29601957043,40727.40059992118,57478.937534400735,25149.59098144875
2025-08-30 14:15:00+00:00,6,105,9807.660178046206,12895.331924581473,15373.681404293824,16776.001999673685,17705.463126839015,18625.317461626222,19335.196791115486,21212.328431302092,22473.209939627235,24273.791299042496,26351.533718547675,27633.849636187955,29319.301844251157,29851.867066760715,31484.661865351492,33922.755491266376,35167.28490692748,37675.49717629407,40623.90344188327,53482.20601655066,24675.800393511363
2025-08-30 14:30:00+00:00,7,120,9883.957654022784,12733.127348019234,14304.069189481008,15322.73172239661,16046.374762898628,16709.899956265144,17651.518445318616,18601.938609818764,19696.43266949946,21119.00500474903,22734.664213386604,24398.331699494047,25786.25247919322,27243.83840502178,28020.535349478578,30198.43833639301,31954.079222318585,34166.70311866173,37311.731982176294,49293.42059259404,22476.07822426539
2025-08-30 14:45:00+00:00,8,135,9339.327693530671,11920.111155881708,13259.160541247265,14444.439265824916,15197.133191566087,16080.260076724182,16868.427446833844,17868.260011203143,19023.611772771117,19936.41773290562,21314.13126781022,22622.493811797794,23394.186363842084,24827.37262474057,26179.305640829676,28428.9500685179,29795.93059176825,31392.93219108994,34405.05194258285,44945.30061939377,21487.97205676473
2025-08-30 15:00:00+00:00,9,150,5505.41356567091,7562.412212086382,9943.285903087868,11546.023727203941,12701.740180137607,13399.822918118381,14276.857244005461,15053.530372361065,16136.89908667542,16883.85476368527,18024.51016621546,19515.49468117812,20936.394219919894,22308.66926208652,23706.403694886165,25713.287248364253,27304.2621246161,28974.63112558112,32049.32909575084,40474.472997791854,18240.038301133693
2025-08-30 15:15:00+00:00,10,165,4030.526970255789,5618.43399415254,7631.3070984052265,9325.941787869759,10458.129306874771,11221.376403492432,11994.738799772593,12870.341073294485,13626.435597861815,14468.061165212785,15464.750326900494,16614.590520389385,18249.067973289737,19527.34512035896,20797.63183850013,23044.349959573887,24181.876374629854,26181.44843876448,28658.096099883966,35922.30583015337,15835.674361020325
2025-08-30 15:30:00+00:00,11,180,3633.8303929835497,4778.691616296878,6463.776106301874,7232.71625069013,8742.850481023408,9173.831099557656,9924.625633526204,10656.381887181416,11434.816770862239,12145.304086679147,13500.575324629575,14274.997426153925,15561.100473433475,16582.326911924363,17675.29696003216,18720.595990238653,20400.494033154206,21599.672786451472,24667.96300996796,31336.0530867566,13347.505396979297
2025-08-30 15:45:00+00:00,12,195,3289.616092015696,4227.543029836683,5426.7272375761595,6007.847702407401,6826.559605418652,7748.342659953056,8503.102586537805,9147.799371245168,9662.94045910288,10192.380890094017,10887.813104471841,11802.740689415032,13036.120044711986,13936.800955138899,15083.151910750714,16140.402379367673,17469.507115082615,18434.533162618478,21451.274983899188,26758.929444809637,11311.308383127605
2025-08-30 16:00:00+00:00,13,210,3012.5641719712135,4329.663012563195,4960.632023017362,5681.231400066837,6414.909732450014,7070.964610796735,7713.985587702633,8219.893707992256,8748.185434529545,9243.094357179718,9985.450140817933,10883.800896524435,11630.639068750113,12361.047568044269,13089.719870227736,13854.867265472207,14742.864212622515,15559.540914848112,17272.14064792556,22131.98191083449,9940.497723016217
2025-08-30 16:15:00+00:00,14,225,2564.583902447847,3670.9366301306377,4121.697596753361,4779.326477320057,5237.491839280045,5817.045169932311,6341.41074220604,6725.478277882584,7172.256514665883,7611.515541249583,8146.79798714532,8945.00012942022,9510.170938968397,10102.690286785122,10645.864650783555,11277.588584829324,11941.64568058118,12684.087424315954,14649.628735608425,17826.661993537757,8163.233727829511
2025-08-30 16:30:00+00:00,15,240,2038.332575259865,2998.8669492710656,3617.972001470561,4182.438609482719,4526.173688956818,4955.795027826502,5222.2820000853935,5577.287630615935,5881.6556248945235,6190.865037244032,6715.937437890774,7090.929252699516,7400.748971012445,7729.506245645353,8157.409395666082,8454.538432338384,8862.12630376535,9495.115630675336,10662.280210873758,13746.964964017281,6423.602873382394
2025-08-30 16:45:00+00:00,16,255,1035.3005706536176,1795.4014596020033,2126.9356469168865,2532.187863150908,2742.981046345481,3027.511102405197,3264.3813409438662,3445.0959994018845,3629.539501698416,3785.368161862797,3991.9581739256896,4154.924847062252,4625.9920292643865,4961.542369475551,5291.906328561204,5488.904140471477,5747.866747715885,6428.489026676675,7431.423653002243,9985.504462186927,4054.944938715707
2025-08-30 17:00:00+00:00,17,270,830.5101349273613,1202.1079335854643,1454.8189972598495,1742.676183826018,1919.961714470657,2020.6593846728133,2165.0332529067778,2294.8560940411808,2464.1689985316107,2580.6591909590816,2802.1759064564685,2921.6110565773843,3165.0614603720696,3304.6574933225083,3535.126941829168,3698.095845760253,3904.1534516374886,4277.132787855213,4944.2060071205215,6636.707880996206,2786.898414823927
2025-08-30 17:15:00+00:00,18,285,713.5546976319,937.9745104292133,1024.9402456801097,1091.774258649739,1172.2356186981501,1288.2279396676763,1363.9422095110797,1440.2765410009674,1519.482982959856,1621.779487330002,1691.9257975620599,1812.8872955966865,1892.7708806693304,1976.9192417192846,2103.5599369980905,2209.170267587286,2324.5507454158264,2555.3299173065043,2770.5399575220868,3855.0351326554373,1705.4919399023506
2025-08-30 17:30:00+00:00,19,300,206.12328842050565,418.2461474670609,508.5786030555608,592.0964999167894,646.6625908379742,684.364118088376,749.7454905919413,792.4482362098762,841.4794864202702,881.9179232226991,955.8268507938628,1025.2657389540352,1090.3026652417714,1140.0991974013216,1205.9588654608096,1266.5976366472428,1345.2668331560128,1468.75965384353,1623.1803234460908,2252.152979365295,948.0161616477553
2025-08-30 17:45:00+00:00,20,315,50.543600713570065,154.4961333491414,200.07184610672232,242.83013588808586,273.4983348302353,301.4838489772044,331.7296650885972,354.2860148213083,372.73444439256343,400.688070907624,421.3865107197962,449.00370464379904,473.65963278309715,494.74478229118785,525.2877337014589,554.4410618891086,584.8289974645239,638.4605373006202,731.3610995858021,998.427408945656,405.8587256808965
2025-08-30 18:00:00+00:00,21,330,2.15304852415452,7.354085973183269,9.436751540676731,11.390610305936304,12.982513859599408,14.18811698231612,15.855448648289078,16.674279970827698,17.659984264338036,19.052292463754505,20.21155584375242,21.367133368369963,22.61087319173034,23.643295238555588,25.15438249984783,26.24124666140574,28.092496723268205,30.669537028508692,35.4901731722546,49.00160052538615,19.38149563791378
2025-08-30 18:15:00+00:00,22,345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-30 18:30:00+00:00,23,360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
