measure_date_CET,Long,Short
2024-01-01 01:00:00+01:00,79.13,79.13
2024-01-01 01:15:00+01:00,80.89,80.89
2024-01-01 01:30:00+01:00,75.15,75.15
2024-01-01 01:45:00+01:00,75.15,75.15
2024-01-01 02:00:00+01:00,89.45,89.45
2024-01-01 02:15:00+01:00,88.67,88.67
2024-01-01 02:30:00+01:00,85.15,85.15
2024-01-01 02:45:00+01:00,75.15,75.15
2024-01-01 03:00:00+01:00,95.74,95.74
2024-01-01 03:15:00+01:00,100.87,100.87
2024-01-01 03:30:00+01:00,75.15,75.15
2024-01-01 03:45:00+01:00,75.15,75.15
2024-01-01 04:00:00+01:00,75.15,75.15
2024-01-01 04:15:00+01:00,2.23,2.23
2024-01-01 04:30:00+01:00,1.66,1.66
2024-01-01 04:45:00+01:00,88.52,88.52
2024-01-01 05:00:00+01:00,101.29,101.29
2024-01-01 05:15:00+01:00,96.26,96.26
2024-01-01 05:30:00+01:00,102.33,102.33
2024-01-01 05:45:00+01:00,105.58,105.58
2024-01-01 06:00:00+01:00,-11.0,-11.0
2024-01-01 06:15:00+01:00,113.55,113.55
2024-01-01 06:30:00+01:00,-55.87,-55.87
2024-01-01 06:45:00+01:00,75.15,75.15
2024-01-01 07:00:00+01:00,75.15,75.15
2024-01-01 07:15:00+01:00,75.15,75.15
2024-01-01 07:30:00+01:00,-59.16,-59.16
2024-01-01 07:45:00+01:00,-59.17,-59.17
2024-01-01 08:00:00+01:00,-58.92,-58.92
2024-01-01 08:15:00+01:00,-57.68,-57.68
2024-01-01 08:30:00+01:00,-42.74,-42.74
2024-01-01 08:45:00+01:00,-38.94,-38.94
2024-01-01 09:00:00+01:00,-20.4,-20.4
2024-01-01 09:15:00+01:00,-6.92,-6.92
2024-01-01 09:30:00+01:00,84.9,84.9
2024-01-01 09:45:00+01:00,-29.21,-29.21
2024-01-01 10:00:00+01:00,84.35,84.35
2024-01-01 10:15:00+01:00,-47.64,-47.64
2024-01-01 10:30:00+01:00,-60.49,-60.49
2024-01-01 10:45:00+01:00,-68.86,-68.86
2024-01-01 11:00:00+01:00,75.15,75.15
2024-01-01 11:15:00+01:00,75.15,75.15
2024-01-01 11:30:00+01:00,-33.41,-33.41
2024-01-01 11:45:00+01:00,-55.75,-55.75
2024-01-01 12:00:00+01:00,-38.46,-38.46
2024-01-01 12:15:00+01:00,-42.23,-42.23
2024-01-01 12:30:00+01:00,-46.02,-46.02
2024-01-01 12:45:00+01:00,83.07,83.07
2024-01-01 13:00:00+01:00,104.64,104.64
2024-01-01 13:15:00+01:00,119.0,119.0
2024-01-01 13:30:00+01:00,99.71,99.71
2024-01-01 13:45:00+01:00,116.19,116.19
2024-01-01 14:00:00+01:00,114.32,114.32
2024-01-01 14:15:00+01:00,135.09,135.09
2024-01-01 14:30:00+01:00,129.08,129.08
2024-01-01 14:45:00+01:00,127.84,127.84
2024-01-01 15:00:00+01:00,-16.59,-16.59
2024-01-01 15:15:00+01:00,94.64,94.64
2024-01-01 15:30:00+01:00,126.04,126.04
2024-01-01 15:45:00+01:00,104.36,104.36
2024-01-01 16:00:00+01:00,-15.11,-15.11
2024-01-01 16:15:00+01:00,-29.03,-29.03
2024-01-01 16:30:00+01:00,0.09,0.09
2024-01-01 16:45:00+01:00,-1.9,-1.9
2024-01-01 17:00:00+01:00,77.29,77.29
2024-01-01 17:15:00+01:00,76.34,76.34
2024-01-01 17:30:00+01:00,76.34,76.34
2024-01-01 17:45:00+01:00,-1.84,-1.84
2024-01-01 18:00:00+01:00,76.34,76.34
2024-01-01 18:15:00+01:00,77.72,77.72
2024-01-01 18:30:00+01:00,78.88,78.88
2024-01-01 18:45:00+01:00,85.09,85.09
2024-01-01 19:00:00+01:00,77.7,77.7
2024-01-01 19:15:00+01:00,77.21,77.21
2024-01-01 19:30:00+01:00,-29.76,-29.76
2024-01-01 19:45:00+01:00,-9.6,-9.6
2024-01-01 20:00:00+01:00,77.3,77.3
2024-01-01 20:15:00+01:00,77.91,77.91
2024-01-01 20:30:00+01:00,78.93,78.93
2024-01-01 20:45:00+01:00,76.34,76.34
2024-01-01 21:00:00+01:00,77.29,77.29
2024-01-01 21:15:00+01:00,76.34,76.34
2024-01-01 21:30:00+01:00,76.34,76.34
2024-01-01 21:45:00+01:00,77.34,77.34
2024-01-01 22:00:00+01:00,-38.97,-38.97
2024-01-01 22:15:00+01:00,-40.97,-40.97
2024-01-01 22:30:00+01:00,-49.69,-49.69
2024-01-01 22:45:00+01:00,77.08,77.08
2024-01-01 23:00:00+01:00,78.09,78.09
2024-01-01 23:15:00+01:00,78.96,78.96
2024-01-01 23:30:00+01:00,76.34,76.34
2024-01-01 23:45:00+01:00,76.34,76.34
2024-01-02 00:00:00+01:00,-146.41,-146.41
2024-01-02 00:15:00+01:00,-66.81,-66.81
2024-01-02 00:30:00+01:00,-65.7,-65.7
2024-01-02 00:45:00+01:00,-65.38,-65.38
2024-01-02 01:00:00+01:00,-64.98,-64.98
2024-01-02 01:15:00+01:00,-64.22,-64.22
2024-01-02 01:30:00+01:00,-64.03,-64.03
2024-01-02 01:45:00+01:00,-26.15,-26.15
2024-01-02 02:00:00+01:00,90.82,90.82
2024-01-02 02:15:00+01:00,88.34,88.34
2024-01-02 02:30:00+01:00,92.46,92.46
2024-01-02 02:45:00+01:00,85.14,85.14
2024-01-02 03:00:00+01:00,-56.59,-56.59
2024-01-02 03:15:00+01:00,-61.61,-61.61
2024-01-02 03:30:00+01:00,-60.88,-60.88
2024-01-02 03:45:00+01:00,-60.56,-60.56
2024-01-02 04:00:00+01:00,-48.65,-48.65
2024-01-02 04:15:00+01:00,-54.03,-54.03
2024-01-02 04:30:00+01:00,-9.16,-9.16
2024-01-02 04:45:00+01:00,-19.49,-19.49
2024-01-02 05:00:00+01:00,-9.5,-9.5
2024-01-02 05:15:00+01:00,-20.87,-20.87
2024-01-02 05:30:00+01:00,-7.82,-7.82
2024-01-02 05:45:00+01:00,-29.94,-29.94
2024-01-02 06:00:00+01:00,-56.31,-56.31
2024-01-02 06:15:00+01:00,-56.7,-56.7
2024-01-02 06:30:00+01:00,-58.46,-58.46
2024-01-02 06:45:00+01:00,-53.83,-53.83
2024-01-02 07:00:00+01:00,-53.76,-53.76
2024-01-02 07:15:00+01:00,-20.56,-20.56
2024-01-02 07:30:00+01:00,-48.13,-48.13
2024-01-02 07:45:00+01:00,-24.31,-24.31
2024-01-02 08:00:00+01:00,80.8,80.8
2024-01-02 08:15:00+01:00,98.93,98.93
2024-01-02 08:30:00+01:00,98.66,98.66
2024-01-02 08:45:00+01:00,111.61,111.61
2024-01-02 09:00:00+01:00,109.65,109.65
2024-01-02 09:15:00+01:00,144.68,144.68
2024-01-02 09:30:00+01:00,143.57,143.57
2024-01-02 09:45:00+01:00,88.96,88.96
2024-01-02 10:00:00+01:00,11.4,11.4
2024-01-02 10:15:00+01:00,59.68,59.68
2024-01-02 10:30:00+01:00,63.07,63.07
2024-01-02 10:45:00+01:00,79.73,79.73
2024-01-02 11:00:00+01:00,97.15,97.15
2024-01-02 11:15:00+01:00,100.84,100.84
2024-01-02 11:30:00+01:00,128.85,128.85
2024-01-02 11:45:00+01:00,141.74,141.74
2024-01-02 12:00:00+01:00,149.76,149.76
2024-01-02 12:15:00+01:00,115.24,115.24
2024-01-02 12:30:00+01:00,81.0,81.0
2024-01-02 12:45:00+01:00,60.01,60.01
2024-01-02 13:00:00+01:00,104.69,104.69
2024-01-02 13:15:00+01:00,17.51,17.51
2024-01-02 13:30:00+01:00,108.95,108.95
2024-01-02 13:45:00+01:00,103.17,103.17
2024-01-02 14:00:00+01:00,102.92,102.92
2024-01-02 14:15:00+01:00,103.62,103.62
2024-01-02 14:30:00+01:00,106.49,106.49
2024-01-02 14:45:00+01:00,102.17,102.17
2024-01-02 15:00:00+01:00,105.38,105.38
2024-01-02 15:15:00+01:00,109.86,109.86
2024-01-02 15:30:00+01:00,112.01,112.01
2024-01-02 15:45:00+01:00,-1.29,-1.29
2024-01-02 16:00:00+01:00,118.25,118.25
2024-01-02 16:15:00+01:00,105.65,105.65
2024-01-02 16:30:00+01:00,109.53,109.53
2024-01-02 16:45:00+01:00,109.01,109.01
2024-01-02 17:00:00+01:00,57.22,57.22
2024-01-02 17:15:00+01:00,102.81,102.81
2024-01-02 17:30:00+01:00,95.0,95.0
2024-01-02 17:45:00+01:00,106.23,106.23
2024-01-02 18:00:00+01:00,-6.72,-6.72
2024-01-02 18:15:00+01:00,-32.11,-32.11
2024-01-02 18:30:00+01:00,-15.76,-15.76
2024-01-02 18:45:00+01:00,111.83,111.83
2024-01-02 19:00:00+01:00,-37.38,-37.38
2024-01-02 19:15:00+01:00,-14.7,-14.7
2024-01-02 19:30:00+01:00,45.89,45.89
2024-01-02 19:45:00+01:00,95.0,95.0
2024-01-02 20:00:00+01:00,114.91,114.91
2024-01-02 20:15:00+01:00,114.15,114.15
2024-01-02 20:30:00+01:00,105.7,105.7
2024-01-02 20:45:00+01:00,96.99,96.99
2024-01-02 21:00:00+01:00,129.8,129.8
2024-01-02 21:15:00+01:00,128.36,128.36
2024-01-02 21:30:00+01:00,96.99,96.99
2024-01-02 21:45:00+01:00,114.03,114.03
2024-01-02 22:00:00+01:00,515.1,515.1
2024-01-02 22:15:00+01:00,325.12,325.12
2024-01-02 22:30:00+01:00,127.32,127.32
2024-01-02 22:45:00+01:00,96.99,96.99
2024-01-02 23:00:00+01:00,119.97,119.97
2024-01-02 23:15:00+01:00,116.84,116.84
2024-01-02 23:30:00+01:00,107.13,107.13
2024-01-02 23:45:00+01:00,96.99,96.99
2024-01-03 00:00:00+01:00,112.09,112.09
2024-01-03 00:15:00+01:00,85.21,85.21
2024-01-03 00:30:00+01:00,86.03,86.03
2024-01-03 00:45:00+01:00,85.34,85.34
2024-01-03 01:00:00+01:00,-22.93,-22.93
2024-01-03 01:15:00+01:00,-20.11,-20.11
2024-01-03 01:30:00+01:00,-18.02,-18.02
2024-01-03 01:45:00+01:00,-2.91,-2.91
2024-01-03 02:00:00+01:00,85.15,85.15
2024-01-03 02:15:00+01:00,84.36,84.36
2024-01-03 02:30:00+01:00,84.25,84.25
2024-01-03 02:45:00+01:00,-37.44,-37.44
2024-01-03 03:00:00+01:00,84.67,84.67
2024-01-03 03:15:00+01:00,-35.67,-35.67
2024-01-03 03:30:00+01:00,84.25,84.25
2024-01-03 03:45:00+01:00,84.25,84.25
2024-01-03 04:00:00+01:00,84.34,84.34
2024-01-03 04:15:00+01:00,84.34,84.34
2024-01-03 04:30:00+01:00,84.34,84.34
2024-01-03 04:45:00+01:00,-55.07,-55.07
2024-01-03 05:00:00+01:00,-31.58,-31.58
2024-01-03 05:15:00+01:00,-28.69,-28.69
2024-01-03 05:30:00+01:00,-6.61,-6.61
2024-01-03 05:45:00+01:00,100.19,100.19
2024-01-03 06:00:00+01:00,103.85,103.85
2024-01-03 06:15:00+01:00,104.36,104.36
2024-01-03 06:30:00+01:00,108.92,108.92
2024-01-03 06:45:00+01:00,104.1,104.1
2024-01-03 07:00:00+01:00,-34.8,-34.8
2024-01-03 07:15:00+01:00,-17.23,-17.23
2024-01-03 07:30:00+01:00,-31.48,-31.48
2024-01-03 07:45:00+01:00,-7.7,-7.7
2024-01-03 08:00:00+01:00,8.43,8.43
2024-01-03 08:15:00+01:00,104.0,104.0
2024-01-03 08:30:00+01:00,112.04,112.04
2024-01-03 08:45:00+01:00,112.65,112.65
2024-01-03 09:00:00+01:00,5.49,5.49
2024-01-03 09:15:00+01:00,-9.27,-9.27
2024-01-03 09:30:00+01:00,-9.43,-9.43
2024-01-03 09:45:00+01:00,-24.89,-24.89
2024-01-03 10:00:00+01:00,-16.27,-16.27
2024-01-03 10:15:00+01:00,-71.37,-71.37
2024-01-03 10:30:00+01:00,-30.6,-30.6
2024-01-03 10:45:00+01:00,-43.87,-43.87
2024-01-03 11:00:00+01:00,10.96,10.96
2024-01-03 11:15:00+01:00,22.84,22.84
2024-01-03 11:30:00+01:00,5.12,5.12
2024-01-03 11:45:00+01:00,-24.14,-24.14
2024-01-03 12:00:00+01:00,108.04,108.04
2024-01-03 12:15:00+01:00,110.82,110.82
2024-01-03 12:30:00+01:00,105.26,105.26
2024-01-03 12:45:00+01:00,96.28,96.28
2024-01-03 13:00:00+01:00,-15.9,-15.9
2024-01-03 13:15:00+01:00,73.28,73.28
2024-01-03 13:30:00+01:00,-25.26,-25.26
2024-01-03 13:45:00+01:00,-54.66,-54.66
2024-01-03 14:00:00+01:00,-30.14,-30.14
2024-01-03 14:15:00+01:00,-16.09,-16.09
2024-01-03 14:30:00+01:00,2.89,2.89
2024-01-03 14:45:00+01:00,111.81,111.81
2024-01-03 15:00:00+01:00,105.18,105.18
2024-01-03 15:15:00+01:00,113.9,113.9
2024-01-03 15:30:00+01:00,106.6,106.6
2024-01-03 15:45:00+01:00,-12.99,-12.99
2024-01-03 16:00:00+01:00,89.25,89.25
2024-01-03 16:15:00+01:00,115.34,115.34
2024-01-03 16:30:00+01:00,117.8,117.8
2024-01-03 16:45:00+01:00,119.09,119.09
2024-01-03 17:00:00+01:00,105.83,105.83
2024-01-03 17:15:00+01:00,120.65,120.65
2024-01-03 17:30:00+01:00,112.8,112.8
2024-01-03 17:45:00+01:00,106.12,106.12
2024-01-03 18:00:00+01:00,79.89,79.89
2024-01-03 18:15:00+01:00,78.33,78.33
2024-01-03 18:30:00+01:00,52.8,52.8
2024-01-03 18:45:00+01:00,107.21,107.21
2024-01-03 19:00:00+01:00,105.98,105.98
2024-01-03 19:15:00+01:00,111.39,111.39
2024-01-03 19:30:00+01:00,114.47,114.47
2024-01-03 19:45:00+01:00,130.86,130.86
2024-01-03 20:00:00+01:00,125.58,125.58
2024-01-03 20:15:00+01:00,-3.03,-3.03
2024-01-03 20:30:00+01:00,-10.37,-10.37
2024-01-03 20:45:00+01:00,12.78,12.78
2024-01-03 21:00:00+01:00,-11.29,-11.29
2024-01-03 21:15:00+01:00,31.08,31.08
2024-01-03 21:30:00+01:00,90.39,90.39
2024-01-03 21:45:00+01:00,110.4,110.4
2024-01-03 22:00:00+01:00,111.38,111.38
2024-01-03 22:15:00+01:00,113.67,113.67
2024-01-03 22:30:00+01:00,-14.84,-14.84
2024-01-03 22:45:00+01:00,93.6,93.6
2024-01-03 23:00:00+01:00,103.89,103.89
2024-01-03 23:15:00+01:00,110.71,110.71
2024-01-03 23:30:00+01:00,-17.97,-17.97
2024-01-03 23:45:00+01:00,75.89,75.89
2024-01-04 00:00:00+01:00,-11.06,-11.06
2024-01-04 00:15:00+01:00,-19.37,-19.37
2024-01-04 00:30:00+01:00,-14.89,-14.89
2024-01-04 00:45:00+01:00,-15.05,-15.05
2024-01-04 01:00:00+01:00,-4.54,-4.54
2024-01-04 01:15:00+01:00,-5.79,-5.79
2024-01-04 01:30:00+01:00,3.14,3.14
2024-01-04 01:45:00+01:00,-19.41,-19.41
2024-01-04 02:00:00+01:00,-14.66,-14.66
2024-01-04 02:15:00+01:00,-23.4,-23.4
2024-01-04 02:30:00+01:00,-8.06,-8.06
2024-01-04 02:45:00+01:00,80.73,80.73
2024-01-04 03:00:00+01:00,86.55,86.55
2024-01-04 03:15:00+01:00,-10.62,-10.62
2024-01-04 03:30:00+01:00,80.73,80.73
2024-01-04 03:45:00+01:00,80.73,80.73
2024-01-04 04:00:00+01:00,85.17,85.17
2024-01-04 04:15:00+01:00,92.44,92.44
2024-01-04 04:30:00+01:00,92.13,92.13
2024-01-04 04:45:00+01:00,92.77,92.77
2024-01-04 05:00:00+01:00,88.82,88.82
2024-01-04 05:15:00+01:00,89.37,89.37
2024-01-04 05:30:00+01:00,-2.14,-2.14
2024-01-04 05:45:00+01:00,112.71,112.71
2024-01-04 06:00:00+01:00,124.22,124.22
2024-01-04 06:15:00+01:00,120.8,120.8
2024-01-04 06:30:00+01:00,162.21,162.21
2024-01-04 06:45:00+01:00,-12.46,-12.46
2024-01-04 07:00:00+01:00,-25.16,-25.16
2024-01-04 07:15:00+01:00,112.68,112.68
2024-01-04 07:30:00+01:00,121.32,121.32
2024-01-04 07:45:00+01:00,118.26,118.26
2024-01-04 08:00:00+01:00,118.19,118.19
2024-01-04 08:15:00+01:00,116.65,116.65
2024-01-04 08:30:00+01:00,128.28,128.28
2024-01-04 08:45:00+01:00,9.42,9.42
2024-01-04 09:00:00+01:00,-157.36,-157.36
2024-01-04 09:15:00+01:00,-92.18,-92.18
2024-01-04 09:30:00+01:00,-56.36,-56.36
2024-01-04 09:45:00+01:00,-86.78,-86.78
2024-01-04 10:00:00+01:00,117.28,117.28
2024-01-04 10:15:00+01:00,121.33,121.33
2024-01-04 10:30:00+01:00,123.64,123.64
2024-01-04 10:45:00+01:00,124.05,124.05
2024-01-04 11:00:00+01:00,141.31,141.31
2024-01-04 11:15:00+01:00,148.25,148.25
2024-01-04 11:30:00+01:00,157.23,157.23
2024-01-04 11:45:00+01:00,155.8,155.8
2024-01-04 12:00:00+01:00,131.59,131.59
2024-01-04 12:15:00+01:00,137.25,137.25
2024-01-04 12:30:00+01:00,155.94,155.94
2024-01-04 12:45:00+01:00,138.26,138.26
2024-01-04 13:00:00+01:00,128.49,128.49
2024-01-04 13:15:00+01:00,143.54,143.54
2024-01-04 13:30:00+01:00,124.76,124.76
2024-01-04 13:45:00+01:00,119.31,119.31
2024-01-04 14:00:00+01:00,127.52,127.52
2024-01-04 14:15:00+01:00,124.61,124.61
2024-01-04 14:30:00+01:00,136.87,136.87
2024-01-04 14:45:00+01:00,20.66,20.66
2024-01-04 15:00:00+01:00,44.59,44.59
2024-01-04 15:15:00+01:00,8.65,8.65
2024-01-04 15:30:00+01:00,62.61,62.61
2024-01-04 15:45:00+01:00,3.45,3.45
2024-01-04 16:00:00+01:00,135.89,135.89
2024-01-04 16:15:00+01:00,141.43,141.43
2024-01-04 16:30:00+01:00,148.81,148.81
2024-01-04 16:45:00+01:00,140.49,140.49
2024-01-04 17:00:00+01:00,72.74,72.74
2024-01-04 17:15:00+01:00,146.25,146.25
2024-01-04 17:30:00+01:00,188.9,188.9
2024-01-04 17:45:00+01:00,181.5,181.5
2024-01-04 18:00:00+01:00,68.95,68.95
2024-01-04 18:15:00+01:00,71.23,71.23
2024-01-04 18:30:00+01:00,66.93,66.93
2024-01-04 18:45:00+01:00,67.34,67.34
2024-01-04 19:00:00+01:00,160.43,160.43
2024-01-04 19:15:00+01:00,72.56,72.56
2024-01-04 19:30:00+01:00,77.1,77.1
2024-01-04 19:45:00+01:00,41.31,41.31
2024-01-04 20:00:00+01:00,55.68,55.68
2024-01-04 20:15:00+01:00,64.27,64.27
2024-01-04 20:30:00+01:00,103.39,103.39
2024-01-04 20:45:00+01:00,67.65,67.65
2024-01-04 21:00:00+01:00,124.44,124.44
2024-01-04 21:15:00+01:00,131.63,131.63
2024-01-04 21:30:00+01:00,114.05,114.05
2024-01-04 21:45:00+01:00,97.03,97.03
2024-01-04 22:00:00+01:00,117.19,117.19
2024-01-04 22:15:00+01:00,25.31,25.31
2024-01-04 22:30:00+01:00,68.02,68.02
2024-01-04 22:45:00+01:00,119.78,119.78
2024-01-04 23:00:00+01:00,130.69,130.69
2024-01-04 23:15:00+01:00,131.57,131.57
2024-01-04 23:30:00+01:00,132.09,132.09
2024-01-04 23:45:00+01:00,123.95,123.95
2024-01-05 00:00:00+01:00,146.14,146.14
2024-01-05 00:15:00+01:00,156.25,156.25
2024-01-05 00:30:00+01:00,136.13,136.13
2024-01-05 00:45:00+01:00,96.25,96.25
2024-01-05 01:00:00+01:00,130.21,130.21
2024-01-05 01:15:00+01:00,126.2,126.2
2024-01-05 01:30:00+01:00,93.53,93.53
2024-01-05 01:45:00+01:00,94.85,94.85
2024-01-05 02:00:00+01:00,27.14,27.14
2024-01-05 02:15:00+01:00,-74.06,-74.06
2024-01-05 02:30:00+01:00,-68.52,-68.52
2024-01-05 02:45:00+01:00,-25.0,-25.0
2024-01-05 03:00:00+01:00,56.1,56.1
2024-01-05 03:15:00+01:00,26.56,26.56
2024-01-05 03:30:00+01:00,15.4,15.4
2024-01-05 03:45:00+01:00,-4.76,-4.76
2024-01-05 04:00:00+01:00,147.84,147.84
2024-01-05 04:15:00+01:00,149.14,149.14
2024-01-05 04:30:00+01:00,154.63,154.63
2024-01-05 04:45:00+01:00,152.71,152.71
2024-01-05 05:00:00+01:00,127.23,127.23
2024-01-05 05:15:00+01:00,98.25,98.25
2024-01-05 05:30:00+01:00,116.0,116.0
2024-01-05 05:45:00+01:00,-46.86,-46.86
2024-01-05 06:00:00+01:00,-81.48,-81.48
2024-01-05 06:15:00+01:00,-79.6,-79.6
2024-01-05 06:30:00+01:00,-54.36,-54.36
2024-01-05 06:45:00+01:00,62.47,62.47
2024-01-05 07:00:00+01:00,108.74,108.74
2024-01-05 07:15:00+01:00,130.92,130.92
2024-01-05 07:30:00+01:00,55.16,55.16
2024-01-05 07:45:00+01:00,17.37,17.37
2024-01-05 08:00:00+01:00,36.55,36.55
2024-01-05 08:15:00+01:00,37.82,37.82
2024-01-05 08:30:00+01:00,46.72,46.72
2024-01-05 08:45:00+01:00,55.34,55.34
2024-01-05 09:00:00+01:00,145.8,145.8
2024-01-05 09:15:00+01:00,139.1,139.1
2024-01-05 09:30:00+01:00,43.71,43.71
2024-01-05 09:45:00+01:00,66.45,66.45
2024-01-05 10:00:00+01:00,146.44,146.44
2024-01-05 10:15:00+01:00,35.36,35.36
2024-01-05 10:30:00+01:00,42.56,42.56
2024-01-05 10:45:00+01:00,27.66,27.66
2024-01-05 11:00:00+01:00,112.17,112.17
2024-01-05 11:15:00+01:00,124.88,124.88
2024-01-05 11:30:00+01:00,101.42,101.42
2024-01-05 11:45:00+01:00,37.54,37.54
2024-01-05 12:00:00+01:00,48.8,48.8
2024-01-05 12:15:00+01:00,43.7,43.7
2024-01-05 12:30:00+01:00,110.19,110.19
2024-01-05 12:45:00+01:00,112.69,112.69
2024-01-05 13:00:00+01:00,112.3,112.3
2024-01-05 13:15:00+01:00,133.88,133.88
2024-01-05 13:30:00+01:00,135.18,135.18
2024-01-05 13:45:00+01:00,131.55,131.55
2024-01-05 14:00:00+01:00,45.5,45.5
2024-01-05 14:15:00+01:00,46.03,46.03
2024-01-05 14:30:00+01:00,137.26,137.26
2024-01-05 14:45:00+01:00,133.9,133.9
2024-01-05 15:00:00+01:00,75.12,75.12
2024-01-05 15:15:00+01:00,77.07,77.07
2024-01-05 15:30:00+01:00,114.85,114.85
2024-01-05 15:45:00+01:00,134.05,134.05
2024-01-05 16:00:00+01:00,151.57,151.57
2024-01-05 16:15:00+01:00,152.16,152.16
2024-01-05 16:30:00+01:00,172.63,172.63
2024-01-05 16:45:00+01:00,154.99,154.99
2024-01-05 17:00:00+01:00,148.08,148.08
2024-01-05 17:15:00+01:00,147.68,147.68
2024-01-05 17:30:00+01:00,132.49,132.49
2024-01-05 17:45:00+01:00,130.15,130.15
2024-01-05 18:00:00+01:00,137.44,137.44
2024-01-05 18:15:00+01:00,140.8,140.8
2024-01-05 18:30:00+01:00,132.74,132.74
2024-01-05 18:45:00+01:00,56.68,56.68
2024-01-05 19:00:00+01:00,144.99,144.99
2024-01-05 19:15:00+01:00,122.33,122.33
2024-01-05 19:30:00+01:00,123.97,123.97
2024-01-05 19:45:00+01:00,120.46,120.46
2024-01-05 20:00:00+01:00,31.08,31.08
2024-01-05 20:15:00+01:00,111.22,111.22
2024-01-05 20:30:00+01:00,117.14,117.14
2024-01-05 20:45:00+01:00,115.63,115.63
2024-01-05 21:00:00+01:00,124.35,124.35
2024-01-05 21:15:00+01:00,121.98,121.98
2024-01-05 21:30:00+01:00,103.07,103.07
2024-01-05 21:45:00+01:00,29.67,29.67
2024-01-05 22:00:00+01:00,51.33,51.33
2024-01-05 22:15:00+01:00,61.36,61.36
2024-01-05 22:30:00+01:00,116.85,116.85
2024-01-05 22:45:00+01:00,103.07,103.07
2024-01-05 23:00:00+01:00,128.74,128.74
2024-01-05 23:15:00+01:00,135.69,135.69
2024-01-05 23:30:00+01:00,121.85,121.85
2024-01-05 23:45:00+01:00,126.93,126.93
2024-01-06 00:00:00+01:00,147.21,147.21
2024-01-06 00:15:00+01:00,151.4,151.4
2024-01-06 00:30:00+01:00,127.15,127.15
2024-01-06 00:45:00+01:00,124.13,124.13
2024-01-06 01:00:00+01:00,118.92,118.92
2024-01-06 01:15:00+01:00,124.38,124.38
2024-01-06 01:30:00+01:00,129.18,129.18
2024-01-06 01:45:00+01:00,107.72,107.72
2024-01-06 02:00:00+01:00,34.75,34.75
2024-01-06 02:15:00+01:00,35.07,35.07
2024-01-06 02:30:00+01:00,35.58,35.58
2024-01-06 02:45:00+01:00,95.68,95.68
2024-01-06 03:00:00+01:00,125.19,125.19
2024-01-06 03:15:00+01:00,97.26,97.26
2024-01-06 03:30:00+01:00,121.91,121.91
2024-01-06 03:45:00+01:00,124.49,124.49
2024-01-06 04:00:00+01:00,119.94,119.94
2024-01-06 04:15:00+01:00,118.55,118.55
2024-01-06 04:30:00+01:00,136.37,136.37
2024-01-06 04:45:00+01:00,137.02,137.02
2024-01-06 05:00:00+01:00,110.12,110.12
2024-01-06 05:15:00+01:00,106.08,106.08
2024-01-06 05:30:00+01:00,112.14,112.14
2024-01-06 05:45:00+01:00,96.52,96.52
2024-01-06 06:00:00+01:00,39.33,39.33
2024-01-06 06:15:00+01:00,39.2,39.2
2024-01-06 06:30:00+01:00,39.51,39.51
2024-01-06 06:45:00+01:00,96.9,96.9
2024-01-06 07:00:00+01:00,105.0,105.0
2024-01-06 07:15:00+01:00,106.62,106.62
2024-01-06 07:30:00+01:00,40.29,40.29
2024-01-06 07:45:00+01:00,40.64,40.64
2024-01-06 08:00:00+01:00,42.22,42.22
2024-01-06 08:15:00+01:00,41.87,41.87
2024-01-06 08:30:00+01:00,45.84,45.84
2024-01-06 08:45:00+01:00,43.21,43.21
2024-01-06 09:00:00+01:00,40.91,40.91
2024-01-06 09:15:00+01:00,44.23,44.23
2024-01-06 09:30:00+01:00,45.01,45.01
2024-01-06 09:45:00+01:00,55.34,55.34
2024-01-06 10:00:00+01:00,115.32,115.32
2024-01-06 10:15:00+01:00,114.95,114.95
2024-01-06 10:30:00+01:00,124.29,124.29
2024-01-06 10:45:00+01:00,126.01,126.01
2024-01-06 11:00:00+01:00,117.47,117.47
2024-01-06 11:15:00+01:00,44.32,44.32
2024-01-06 11:30:00+01:00,45.96,45.96
2024-01-06 11:45:00+01:00,46.59,46.59
2024-01-06 12:00:00+01:00,54.15,54.15
2024-01-06 12:15:00+01:00,55.0,55.0
2024-01-06 12:30:00+01:00,55.34,55.34
2024-01-06 12:45:00+01:00,51.22,51.22
2024-01-06 13:00:00+01:00,123.14,123.14
2024-01-06 13:15:00+01:00,120.44,120.44
2024-01-06 13:30:00+01:00,135.39,135.39
2024-01-06 13:45:00+01:00,152.44,152.44
2024-01-06 14:00:00+01:00,147.83,147.83
2024-01-06 14:15:00+01:00,145.84,145.84
2024-01-06 14:30:00+01:00,135.78,135.78
2024-01-06 14:45:00+01:00,138.15,138.15
2024-01-06 15:00:00+01:00,118.54,118.54
2024-01-06 15:15:00+01:00,123.28,123.28
2024-01-06 15:30:00+01:00,123.96,123.96
2024-01-06 15:45:00+01:00,132.51,132.51
2024-01-06 16:00:00+01:00,124.61,124.61
2024-01-06 16:15:00+01:00,177.49,177.49
2024-01-06 16:30:00+01:00,142.82,142.82
2024-01-06 16:45:00+01:00,153.71,153.71
2024-01-06 17:00:00+01:00,50.02,50.02
2024-01-06 17:15:00+01:00,121.78,121.78
2024-01-06 17:30:00+01:00,129.21,129.21
2024-01-06 17:45:00+01:00,139.45,139.45
2024-01-06 18:00:00+01:00,178.24,178.24
