forecast_type,site,n_prod_intervals,energy_MWh,inc_EUR_total,inc_EUR_per_MWhProduced,mean_spread,sigma_spread,bias_E[e]_MWh,RMSE_e_MWh,rho_e_spread,corr_term_EUR_per_interval,bias_term_EUR_per_interval,E[e*spread]_EUR_per_interval
deterministic,SUNNIC,781,3867.12093,875.4965422969472,0.22639492225471913,18.596043533930857,119.80729061753554,0.5250382814963954,2.603901412120263,-0.028284705029872785,-8.64264044737358,9.763634739687213,1.1209942923136327
str_1,SUNNIC,781,3867.12093,9003.665881755587,2.328260751275649,18.596043533930857,119.80729061753554,1.8827462010949594,3.410019282556155,-0.06894063196124862,-23.483248908206225,35.01163031890481,11.528381410698575
